a1 1.0	a1
thut2 1.0	th ut2
thut3 1.0	th ut3
thut4 1.0	th ut4
thut5 1.0	th ut5
thut6 1.0	th ut6
thut7 1.0	th ut7
thut8 1.0	th ut8
thut9 1.0	th ut9
ti1 1.0	t i1
ti2 1.0	t i2
ti3 1.0	t i3
ti4 1.0	t i4
ti5 1.0	t i5
ti6 1.0	t i6
ti7 1.0	t i7
ti8 1.0	t i8
ti9 1.0	t i9
tia1 1.0	t ia1
tia2 1.0	t ia2
tia3 1.0	t ia3
tia4 1.0	t ia4
tia5 1.0	t ia5
tia6 1.0	t ia6
tia7 1.0	t ia7
tia8 1.0	t ia8
tia9 1.0	t ia9
tiah1 1.0	t iah1
tiah2 1.0	t iah2
tiah3 1.0	t iah3
tiah4 1.0	t iah4
tiah5 1.0	t iah5
tiah6 1.0	t iah6
tiah7 1.0	t iah7
tiah8 1.0	t iah8
tiah9 1.0	t iah9
tiak1 1.0	t iak1
tiak2 1.0	t iak2
tiak3 1.0	t iak3
tiak4 1.0	t iak4
tiak5 1.0	t iak5
tiak6 1.0	t iak6
tiak7 1.0	t iak7
tiak8 1.0	t iak8
tiak9 1.0	t iak9
tiam1 1.0	t iam1
tiam2 1.0	t iam2
tiam3 1.0	t iam3
tiam4 1.0	t iam4
tiam5 1.0	t iam5
tiam6 1.0	t iam6
tiam7 1.0	t iam7
tiam8 1.0	t iam8
tiam9 1.0	t iam9
tian1 1.0	t ian1
tian2 1.0	t ian2
tian3 1.0	t ian3
tian4 1.0	t ian4
tian5 1.0	t ian5
tian6 1.0	t ian6
tian7 1.0	t ian7
tian8 1.0	t ian8
tian9 1.0	t ian9
tiang1 1.0	t iang1
tiang2 1.0	t iang2
tiang3 1.0	t iang3
tiang4 1.0	t iang4
tiang5 1.0	t iang5
tiang6 1.0	t iang6
tiang7 1.0	t iang7
tiang8 1.0	t iang8
tiang9 1.0	t iang9
tiann1 1.0	t iann1
tiann2 1.0	t iann2
tiann3 1.0	t iann3
tiann4 1.0	t iann4
tiann5 1.0	t iann5
tiann6 1.0	t iann6
tiann7 1.0	t iann7
tiann8 1.0	t iann8
tiann9 1.0	t iann9
tiannh1 1.0	t iannh1
tiannh2 1.0	t iannh2
tiannh3 1.0	t iannh3
tiannh4 1.0	t iannh4
tiannh5 1.0	t iannh5
tiannh6 1.0	t iannh6
tiannh7 1.0	t iannh7
tiannh8 1.0	t iannh8
tiannh9 1.0	t iannh9
tiap1 1.0	t iap1
tiap2 1.0	t iap2
tiap3 1.0	t iap3
tiap4 1.0	t iap4
tiap5 1.0	t iap5
tiap6 1.0	t iap6
tiap7 1.0	t iap7
tiap8 1.0	t iap8
tiap9 1.0	t iap9
tiat1 1.0	t iat1
tiat2 1.0	t iat2
tiat3 1.0	t iat3
tiat4 1.0	t iat4
tiat5 1.0	t iat5
tiat6 1.0	t iat6
tiat7 1.0	t iat7
tiat8 1.0	t iat8
tiat9 1.0	t iat9
tiau1 1.0	t iau1
tiau2 1.0	t iau2
tiau3 1.0	t iau3
tiau4 1.0	t iau4
tiau5 1.0	t iau5
tiau6 1.0	t iau6
tiau7 1.0	t iau7
tiau8 1.0	t iau8
tiau9 1.0	t iau9
tiauh1 1.0	t iauh1
tiauh2 1.0	t iauh2
tiauh3 1.0	t iauh3
tiauh4 1.0	t iauh4
tiauh5 1.0	t iauh5
tiauh6 1.0	t iauh6
tiauh7 1.0	t iauh7
tiauh8 1.0	t iauh8
tiauh9 1.0	t iauh9
tiaunn1 1.0	t iaunn1
tiaunn2 1.0	t iaunn2
tiaunn3 1.0	t iaunn3
tiaunn4 1.0	t iaunn4
tiaunn5 1.0	t iaunn5
tiaunn6 1.0	t iaunn6
tiaunn7 1.0	t iaunn7
tiaunn8 1.0	t iaunn8
tiaunn9 1.0	t iaunn9
tih1 1.0	t ih1
tih2 1.0	t ih2
tih3 1.0	t ih3
tih4 1.0	t ih4
tih5 1.0	t ih5
tih6 1.0	t ih6
tih7 1.0	t ih7
tih8 1.0	t ih8
tih9 1.0	t ih9
tik1 1.0	t ik1
tik2 1.0	t ik2
tik3 1.0	t ik3
tik4 1.0	t ik4
tik5 1.0	t ik5
tik6 1.0	t ik6
tik7 1.0	t ik7
tik8 1.0	t ik8
tik9 1.0	t ik9
tim1 1.0	t im1
tim2 1.0	t im2
tim3 1.0	t im3
tim4 1.0	t im4
tim5 1.0	t im5
tim6 1.0	t im6
tim7 1.0	t im7
tim8 1.0	t im8
tim9 1.0	t im9
tin1 1.0	t in1
tin2 1.0	t in2
tin3 1.0	t in3
tin4 1.0	t in4
tin5 1.0	t in5
tin6 1.0	t in6
tin7 1.0	t in7
tin8 1.0	t in8
tin9 1.0	t in9
ting1 1.0	t ing1
ting2 1.0	t ing2
ting3 1.0	t ing3
ting4 1.0	t ing4
ting5 1.0	t ing5
ting6 1.0	t ing6
ting7 1.0	t ing7
ting8 1.0	t ing8
ting9 1.0	t ing9
tinn1 1.0	t inn1
tinn2 1.0	t inn2
tinn3 1.0	t inn3
tinn4 1.0	t inn4
tinn5 1.0	t inn5
tinn6 1.0	t inn6
tinn7 1.0	t inn7
tinn8 1.0	t inn8
tinn9 1.0	t inn9
tinnh1 1.0	t innh1
tinnh2 1.0	t innh2
tinnh3 1.0	t innh3
tinnh4 1.0	t innh4
tinnh5 1.0	t innh5
tinnh6 1.0	t innh6
tinnh7 1.0	t innh7
tinnh8 1.0	t innh8
tinnh9 1.0	t innh9
tio1 1.0	t io1
tio2 1.0	t io2
tio3 1.0	t io3
tio4 1.0	t io4
tio5 1.0	t io5
tio6 1.0	t io6
tio7 1.0	t io7
tio8 1.0	t io8
tio9 1.0	t io9
tioh1 1.0	t ioh1
tioh2 1.0	t ioh2
tioh3 1.0	t ioh3
tioh4 1.0	t ioh4
tioh5 1.0	t ioh5
tioh6 1.0	t ioh6
tioh7 1.0	t ioh7
tioh8 1.0	t ioh8
tioh9 1.0	t ioh9
tiok1 1.0	t iok1
tiok2 1.0	t iok2
tiok3 1.0	t iok3
tiok4 1.0	t iok4
tiok5 1.0	t iok5
tiok6 1.0	t iok6
tiok7 1.0	t iok7
tiok8 1.0	t iok8
tiok9 1.0	t iok9
tiong1 1.0	t iong1
tiong2 1.0	t iong2
tiong3 1.0	t iong3
tiong4 1.0	t iong4
tiong5 1.0	t iong5
tiong6 1.0	t iong6
tiong7 1.0	t iong7
tiong8 1.0	t iong8
tiong9 1.0	t iong9
tionn1 1.0	t ionn1
tionn2 1.0	t ionn2
tionn3 1.0	t ionn3
tionn4 1.0	t ionn4
tionn5 1.0	t ionn5
tionn6 1.0	t ionn6
tionn7 1.0	t ionn7
tionn8 1.0	t ionn8
tionn9 1.0	t ionn9
tiooh1 1.0	t iooh1
tiooh2 1.0	t iooh2
tiooh3 1.0	t iooh3
tiooh4 1.0	t iooh4
tiooh5 1.0	t iooh5
tiooh6 1.0	t iooh6
tiooh7 1.0	t iooh7
tiooh8 1.0	t iooh8
tiooh9 1.0	t iooh9
tior1 1.0	t ior1
tior2 1.0	t ior2
tior3 1.0	t ior3
tior4 1.0	t ior4
tior5 1.0	t ior5
tior6 1.0	t ior6
tior7 1.0	t ior7
tior8 1.0	t ior8
tior9 1.0	t ior9
tip1 1.0	t ip1
tip2 1.0	t ip2
tip3 1.0	t ip3
tip4 1.0	t ip4
tip5 1.0	t ip5
tip6 1.0	t ip6
tip7 1.0	t ip7
tip8 1.0	t ip8
tip9 1.0	t ip9
tir1 1.0	t ir1
tir2 1.0	t ir2
tir3 1.0	t ir3
tir4 1.0	t ir4
tir5 1.0	t ir5
tir6 1.0	t ir6
tir7 1.0	t ir7
tir8 1.0	t ir8
tir9 1.0	t ir9
tirn1 1.0	t irn1
tirn2 1.0	t irn2
tirn3 1.0	t irn3
tirn4 1.0	t irn4
tirn5 1.0	t irn5
tirn6 1.0	t irn6
tirn7 1.0	t irn7
tirn8 1.0	t irn8
tirn9 1.0	t irn9
tit1 1.0	t it1
tit2 1.0	t it2
tit3 1.0	t it3
tit4 1.0	t it4
tit5 1.0	t it5
tit6 1.0	t it6
tit7 1.0	t it7
tit8 1.0	t it8
tit9 1.0	t it9
tiu1 1.0	t iu1
tiu2 1.0	t iu2
tiu3 1.0	t iu3
tiu4 1.0	t iu4
tiu5 1.0	t iu5
tiu6 1.0	t iu6
tiu7 1.0	t iu7
tiu8 1.0	t iu8
tiu9 1.0	t iu9
tiuh1 1.0	t iuh1
tiuh2 1.0	t iuh2
tiuh3 1.0	t iuh3
tiuh4 1.0	t iuh4
tiuh5 1.0	t iuh5
tiuh6 1.0	t iuh6
tiuh7 1.0	t iuh7
tiuh8 1.0	t iuh8
tiuh9 1.0	t iuh9
tiunn1 1.0	t iunn1
tiunn2 1.0	t iunn2
tiunn3 1.0	t iunn3
tiunn4 1.0	t iunn4
tiunn5 1.0	t iunn5
tiunn6 1.0	t iunn6
tiunn7 1.0	t iunn7
tiunn8 1.0	t iunn8
tiunn9 1.0	t iunn9
tm1 1.0	t m1
tm2 1.0	t m2
tm3 1.0	t m3
tm4 1.0	t m4
tm5 1.0	t m5
tm6 1.0	t m6
tm7 1.0	t m7
tm8 1.0	t m8
tm9 1.0	t m9
tmh1 1.0	t mh1
tmh2 1.0	t mh2
tmh3 1.0	t mh3
tmh4 1.0	t mh4
tmh5 1.0	t mh5
tmh6 1.0	t mh6
tmh7 1.0	t mh7
tmh8 1.0	t mh8
tmh9 1.0	t mh9
tng1 1.0	t ng1
tng2 1.0	t ng2
tng3 1.0	t ng3
tng4 1.0	t ng4
tng5 1.0	t ng5
tng6 1.0	t ng6
tng7 1.0	t ng7
tng8 1.0	t ng8
tng9 1.0	t ng9
tngh1 1.0	t ngh1
tngh2 1.0	t ngh2
tngh3 1.0	t ngh3
tngh4 1.0	t ngh4
tngh5 1.0	t ngh5
tngh6 1.0	t ngh6
tngh7 1.0	t ngh7
tngh8 1.0	t ngh8
tngh9 1.0	t ngh9
to1 1.0	t o1
to2 1.0	t o2
to3 1.0	t o3
to4 1.0	t o4
to5 1.0	t o5
to6 1.0	t o6
to7 1.0	t o7
to8 1.0	t o8
to9 1.0	t o9
toh1 1.0	t oh1
toh2 1.0	t oh2
toh3 1.0	t oh3
toh4 1.0	t oh4
toh5 1.0	t oh5
toh6 1.0	t oh6
toh7 1.0	t oh7
toh8 1.0	t oh8
toh9 1.0	t oh9
tok1 1.0	t ok1
tok2 1.0	t ok2
tok3 1.0	t ok3
tok4 1.0	t ok4
tok5 1.0	t ok5
tok6 1.0	t ok6
tok7 1.0	t ok7
tok8 1.0	t ok8
tok9 1.0	t ok9
tom1 1.0	t om1
tom2 1.0	t om2
tom3 1.0	t om3
tom4 1.0	t om4
tom5 1.0	t om5
tom6 1.0	t om6
tom7 1.0	t om7
tom8 1.0	t om8
tom9 1.0	t om9
tong1 1.0	t ong1
tong2 1.0	t ong2
tong3 1.0	t ong3
tong4 1.0	t ong4
tong5 1.0	t ong5
tong6 1.0	t ong6
tong7 1.0	t ong7
tong8 1.0	t ong8
tong9 1.0	t ong9
tonn1 1.0	t onn1
tonn2 1.0	t onn2
tonn3 1.0	t onn3
tonn4 1.0	t onn4
tonn5 1.0	t onn5
tonn6 1.0	t onn6
tonn7 1.0	t onn7
tonn8 1.0	t onn8
tonn9 1.0	t onn9
tonnh1 1.0	t onnh1
tonnh2 1.0	t onnh2
tonnh3 1.0	t onnh3
tonnh4 1.0	t onnh4
tonnh5 1.0	t onnh5
tonnh6 1.0	t onnh6
tonnh7 1.0	t onnh7
tonnh8 1.0	t onnh8
tonnh9 1.0	t onnh9
too1 1.0	t oo1
too2 1.0	t oo2
too3 1.0	t oo3
too4 1.0	t oo4
too5 1.0	t oo5
too6 1.0	t oo6
too7 1.0	t oo7
too8 1.0	t oo8
too9 1.0	t oo9
tooh1 1.0	t ooh1
tooh2 1.0	t ooh2
tooh3 1.0	t ooh3
tooh4 1.0	t ooh4
tooh5 1.0	t ooh5
tooh6 1.0	t ooh6
tooh7 1.0	t ooh7
tooh8 1.0	t ooh8
tooh9 1.0	t ooh9
top1 1.0	t op1
top2 1.0	t op2
top3 1.0	t op3
top4 1.0	t op4
top5 1.0	t op5
top6 1.0	t op6
top7 1.0	t op7
top8 1.0	t op8
top9 1.0	t op9
tsa1 1.0	ts a1
tsa2 1.0	ts a2
tsa3 1.0	ts a3
tsa4 1.0	ts a4
tsa5 1.0	ts a5
tsa6 1.0	ts a6
tsa7 1.0	ts a7
tsa8 1.0	ts a8
tsa9 1.0	ts a9
tsah1 1.0	ts ah1
tsah2 1.0	ts ah2
tsah3 1.0	ts ah3
tsah4 1.0	ts ah4
tsah5 1.0	ts ah5
tsah6 1.0	ts ah6
tsah7 1.0	ts ah7
tsah8 1.0	ts ah8
tsah9 1.0	ts ah9
tsai1 1.0	ts ai1
tsai2 1.0	ts ai2
tsai3 1.0	ts ai3
tsai4 1.0	ts ai4
tsai5 1.0	ts ai5
tsai6 1.0	ts ai6
tsai7 1.0	ts ai7
tsai8 1.0	ts ai8
tsai9 1.0	ts ai9
tsaih1 1.0	ts aih1
tsaih2 1.0	ts aih2
tsaih3 1.0	ts aih3
tsaih4 1.0	ts aih4
tsaih5 1.0	ts aih5
tsaih6 1.0	ts aih6
tsaih7 1.0	ts aih7
tsaih8 1.0	ts aih8
tsaih9 1.0	ts aih9
tsainn1 1.0	ts ainn1
tsainn2 1.0	ts ainn2
tsainn3 1.0	ts ainn3
tsainn4 1.0	ts ainn4
tsainn5 1.0	ts ainn5
tsainn6 1.0	ts ainn6
tsainn7 1.0	ts ainn7
tsainn8 1.0	ts ainn8
tsainn9 1.0	ts ainn9
tsak1 1.0	ts ak1
tsak2 1.0	ts ak2
tsak3 1.0	ts ak3
tsak4 1.0	ts ak4
tsak5 1.0	ts ak5
tsak6 1.0	ts ak6
tsak7 1.0	ts ak7
tsak8 1.0	ts ak8
tsak9 1.0	ts ak9
tsam1 1.0	ts am1
tsam2 1.0	ts am2
tsam3 1.0	ts am3
tsam4 1.0	ts am4
tsam5 1.0	ts am5
tsam6 1.0	ts am6
tsam7 1.0	ts am7
tsam8 1.0	ts am8
tsam9 1.0	ts am9
tsan1 1.0	ts an1
tsan2 1.0	ts an2
tsan3 1.0	ts an3
tsan4 1.0	ts an4
tsan5 1.0	ts an5
tsan6 1.0	ts an6
tsan7 1.0	ts an7
tsan8 1.0	ts an8
tsan9 1.0	ts an9
tsang1 1.0	ts ang1
tsang2 1.0	ts ang2
tsang3 1.0	ts ang3
tsang4 1.0	ts ang4
tsang5 1.0	ts ang5
tsang6 1.0	ts ang6
tsang7 1.0	ts ang7
tsang8 1.0	ts ang8
tsang9 1.0	ts ang9
tsann1 1.0	ts ann1
tsann2 1.0	ts ann2
tsann3 1.0	ts ann3
tsann4 1.0	ts ann4
tsann5 1.0	ts ann5
tsann6 1.0	ts ann6
tsann7 1.0	ts ann7
tsann8 1.0	ts ann8
tsann9 1.0	ts ann9
tsannh1 1.0	ts annh1
tsannh2 1.0	ts annh2
tsannh3 1.0	ts annh3
tsannh4 1.0	ts annh4
tsannh5 1.0	ts annh5
tsannh6 1.0	ts annh6
tsannh7 1.0	ts annh7
tsannh8 1.0	ts annh8
tsannh9 1.0	ts annh9
tsap1 1.0	ts ap1
tsap2 1.0	ts ap2
tsap3 1.0	ts ap3
tsap4 1.0	ts ap4
tsap5 1.0	ts ap5
tsap6 1.0	ts ap6
tsap7 1.0	ts ap7
tsap8 1.0	ts ap8
tsap9 1.0	ts ap9
tsat1 1.0	ts at1
tsat2 1.0	ts at2
tsat3 1.0	ts at3
tsat4 1.0	ts at4
tsat5 1.0	ts at5
tsat6 1.0	ts at6
tsat7 1.0	ts at7
tsat8 1.0	ts at8
tsat9 1.0	ts at9
tsau1 1.0	ts au1
tsau2 1.0	ts au2
tsau3 1.0	ts au3
tsau4 1.0	ts au4
tsau5 1.0	ts au5
tsau6 1.0	ts au6
tsau7 1.0	ts au7
tsau8 1.0	ts au8
tsau9 1.0	ts au9
tsauh1 1.0	ts auh1
tsauh2 1.0	ts auh2
tsauh3 1.0	ts auh3
tsauh4 1.0	ts auh4
tsauh5 1.0	ts auh5
tsauh6 1.0	ts auh6
tsauh7 1.0	ts auh7
tsauh8 1.0	ts auh8
tsauh9 1.0	ts auh9
tse1 1.0	ts e1
tse2 1.0	ts e2
tse3 1.0	ts e3
tse4 1.0	ts e4
tse5 1.0	ts e5
tse6 1.0	ts e6
tse7 1.0	ts e7
tse8 1.0	ts e8
tse9 1.0	ts e9
tseh1 1.0	ts eh1
tseh2 1.0	ts eh2
tseh3 1.0	ts eh3
tseh4 1.0	ts eh4
tseh5 1.0	ts eh5
tseh6 1.0	ts eh6
tseh7 1.0	ts eh7
tseh8 1.0	ts eh8
tseh9 1.0	ts eh9
tsenn1 1.0	ts enn1
tsenn2 1.0	ts enn2
tsenn3 1.0	ts enn3
tsenn4 1.0	ts enn4
tsenn5 1.0	ts enn5
tsenn6 1.0	ts enn6
tsenn7 1.0	ts enn7
tsenn8 1.0	ts enn8
tsenn9 1.0	ts enn9
tsennh1 1.0	ts ennh1
tsennh2 1.0	ts ennh2
tsennh3 1.0	ts ennh3
tsennh4 1.0	ts ennh4
tsennh5 1.0	ts ennh5
tsennh6 1.0	ts ennh6
tsennh7 1.0	ts ennh7
tsennh8 1.0	ts ennh8
tsennh9 1.0	ts ennh9
tser1 1.0	ts er1
tser2 1.0	ts er2
tser3 1.0	ts er3
tser4 1.0	ts er4
tser5 1.0	ts er5
tser6 1.0	ts er6
tser7 1.0	ts er7
tser8 1.0	ts er8
tser9 1.0	ts er9
tserh1 1.0	ts erh1
tserh2 1.0	ts erh2
tserh3 1.0	ts erh3
tserh4 1.0	ts erh4
tserh5 1.0	ts erh5
tserh6 1.0	ts erh6
tserh7 1.0	ts erh7
tserh8 1.0	ts erh8
tserh9 1.0	ts erh9
tsha1 1.0	tsh a1
tsha2 1.0	tsh a2
tsha3 1.0	tsh a3
tsha4 1.0	tsh a4
tsha5 1.0	tsh a5
tsha6 1.0	tsh a6
tsha7 1.0	tsh a7
tsha8 1.0	tsh a8
tsha9 1.0	tsh a9
tshah1 1.0	tsh ah1
tshah2 1.0	tsh ah2
tshah3 1.0	tsh ah3
tshah4 1.0	tsh ah4
tshah5 1.0	tsh ah5
tshah6 1.0	tsh ah6
tshah7 1.0	tsh ah7
tshah8 1.0	tsh ah8
tshah9 1.0	tsh ah9
tshai1 1.0	tsh ai1
tshai2 1.0	tsh ai2
tshai3 1.0	tsh ai3
tshai4 1.0	tsh ai4
tshai5 1.0	tsh ai5
tshai6 1.0	tsh ai6
tshai7 1.0	tsh ai7
tshai8 1.0	tsh ai8
tshai9 1.0	tsh ai9
tshaih1 1.0	tsh aih1
tshaih2 1.0	tsh aih2
tshaih3 1.0	tsh aih3
tshaih4 1.0	tsh aih4
tshaih5 1.0	tsh aih5
tshaih6 1.0	tsh aih6
tshaih7 1.0	tsh aih7
tshaih8 1.0	tsh aih8
tshaih9 1.0	tsh aih9
tshainn1 1.0	tsh ainn1
tshainn2 1.0	tsh ainn2
tshainn3 1.0	tsh ainn3
tshainn4 1.0	tsh ainn4
tshainn5 1.0	tsh ainn5
tshainn6 1.0	tsh ainn6
tshainn7 1.0	tsh ainn7
tshainn8 1.0	tsh ainn8
tshainn9 1.0	tsh ainn9
tshak1 1.0	tsh ak1
tshak2 1.0	tsh ak2
tshak3 1.0	tsh ak3
tshak4 1.0	tsh ak4
tshak5 1.0	tsh ak5
tshak6 1.0	tsh ak6
tshak7 1.0	tsh ak7
tshak8 1.0	tsh ak8
tshak9 1.0	tsh ak9
tsham1 1.0	tsh am1
tsham2 1.0	tsh am2
tsham3 1.0	tsh am3
tsham4 1.0	tsh am4
tsham5 1.0	tsh am5
tsham6 1.0	tsh am6
tsham7 1.0	tsh am7
tsham8 1.0	tsh am8
tsham9 1.0	tsh am9
tshan1 1.0	tsh an1
tshan2 1.0	tsh an2
tshan3 1.0	tsh an3
tshan4 1.0	tsh an4
tshan5 1.0	tsh an5
tshan6 1.0	tsh an6
tshan7 1.0	tsh an7
tshan8 1.0	tsh an8
tshan9 1.0	tsh an9
tshang1 1.0	tsh ang1
tshang2 1.0	tsh ang2
tshang3 1.0	tsh ang3
tshang4 1.0	tsh ang4
tshang5 1.0	tsh ang5
tshang6 1.0	tsh ang6
tshang7 1.0	tsh ang7
tshang8 1.0	tsh ang8
tshang9 1.0	tsh ang9
tshann1 1.0	tsh ann1
tshann2 1.0	tsh ann2
tshann3 1.0	tsh ann3
tshann4 1.0	tsh ann4
tshann5 1.0	tsh ann5
tshann6 1.0	tsh ann6
tshann7 1.0	tsh ann7
tshann8 1.0	tsh ann8
tshann9 1.0	tsh ann9
tshannh1 1.0	tsh annh1
tshannh2 1.0	tsh annh2
tshannh3 1.0	tsh annh3
tshannh4 1.0	tsh annh4
tshannh5 1.0	tsh annh5
tshannh6 1.0	tsh annh6
tshannh7 1.0	tsh annh7
tshannh8 1.0	tsh annh8
tshannh9 1.0	tsh annh9
tshap1 1.0	tsh ap1
tshap2 1.0	tsh ap2
tshap3 1.0	tsh ap3
tshap4 1.0	tsh ap4
tshap5 1.0	tsh ap5
tshap6 1.0	tsh ap6
tshap7 1.0	tsh ap7
tshap8 1.0	tsh ap8
tshap9 1.0	tsh ap9
tshat1 1.0	tsh at1
tshat2 1.0	tsh at2
tshat3 1.0	tsh at3
tshat4 1.0	tsh at4
tshat5 1.0	tsh at5
tshat6 1.0	tsh at6
tshat7 1.0	tsh at7
tshat8 1.0	tsh at8
tshat9 1.0	tsh at9
tshau1 1.0	tsh au1
tshau2 1.0	tsh au2
tshau3 1.0	tsh au3
tshau4 1.0	tsh au4
tshau5 1.0	tsh au5
tshau6 1.0	tsh au6
tshau7 1.0	tsh au7
tshau8 1.0	tsh au8
tshau9 1.0	tsh au9
tshauh1 1.0	tsh auh1
tshauh2 1.0	tsh auh2
tshauh3 1.0	tsh auh3
tshauh4 1.0	tsh auh4
tshauh5 1.0	tsh auh5
tshauh6 1.0	tsh auh6
tshauh7 1.0	tsh auh7
tshauh8 1.0	tsh auh8
tshauh9 1.0	tsh auh9
tshe1 1.0	tsh e1
tshe2 1.0	tsh e2
tshe3 1.0	tsh e3
tshe4 1.0	tsh e4
tshe5 1.0	tsh e5
tshe6 1.0	tsh e6
tshe7 1.0	tsh e7
tshe8 1.0	tsh e8
tshe9 1.0	tsh e9
tsheh1 1.0	tsh eh1
tsheh2 1.0	tsh eh2
tsheh3 1.0	tsh eh3
tsheh4 1.0	tsh eh4
tsheh5 1.0	tsh eh5
tsheh6 1.0	tsh eh6
tsheh7 1.0	tsh eh7
tsheh8 1.0	tsh eh8
tsheh9 1.0	tsh eh9
tshenn1 1.0	tsh enn1
tshenn2 1.0	tsh enn2
tshenn3 1.0	tsh enn3
tshenn4 1.0	tsh enn4
tshenn5 1.0	tsh enn5
tshenn6 1.0	tsh enn6
tshenn7 1.0	tsh enn7
tshenn8 1.0	tsh enn8
tshenn9 1.0	tsh enn9
tshennh1 1.0	tsh ennh1
tshennh2 1.0	tsh ennh2
tshennh3 1.0	tsh ennh3
tshennh4 1.0	tsh ennh4
tshennh5 1.0	tsh ennh5
tshennh6 1.0	tsh ennh6
tshennh7 1.0	tsh ennh7
tshennh8 1.0	tsh ennh8
tshennh9 1.0	tsh ennh9
tsher1 1.0	tsh er1
tsher2 1.0	tsh er2
tsher3 1.0	tsh er3
tsher4 1.0	tsh er4
tsher5 1.0	tsh er5
tsher6 1.0	tsh er6
tsher7 1.0	tsh er7
tsher8 1.0	tsh er8
tsher9 1.0	tsh er9
tsherh1 1.0	tsh erh1
tsherh2 1.0	tsh erh2
tsherh3 1.0	tsh erh3
tsherh4 1.0	tsh erh4
tsherh5 1.0	tsh erh5
tsherh6 1.0	tsh erh6
tsherh7 1.0	tsh erh7
tsherh8 1.0	tsh erh8
tsherh9 1.0	tsh erh9
tshi1 1.0	tsh i1
tshi2 1.0	tsh i2
tshi3 1.0	tsh i3
tshi4 1.0	tsh i4
tshi5 1.0	tsh i5
tshi6 1.0	tsh i6
tshi7 1.0	tsh i7
tshi8 1.0	tsh i8
tshi9 1.0	tsh i9
tshia1 1.0	tsh ia1
tshia2 1.0	tsh ia2
tshia3 1.0	tsh ia3
tshia4 1.0	tsh ia4
tshia5 1.0	tsh ia5
tshia6 1.0	tsh ia6
tshia7 1.0	tsh ia7
tshia8 1.0	tsh ia8
tshia9 1.0	tsh ia9
tshiah1 1.0	tsh iah1
tshiah2 1.0	tsh iah2
tshiah3 1.0	tsh iah3
tshiah4 1.0	tsh iah4
tshiah5 1.0	tsh iah5
tshiah6 1.0	tsh iah6
tshiah7 1.0	tsh iah7
tshiah8 1.0	tsh iah8
tshiah9 1.0	tsh iah9
tshiak1 1.0	tsh iak1
tshiak2 1.0	tsh iak2
tshiak3 1.0	tsh iak3
tshiak4 1.0	tsh iak4
tshiak5 1.0	tsh iak5
tshiak6 1.0	tsh iak6
tshiak7 1.0	tsh iak7
tshiak8 1.0	tsh iak8
tshiak9 1.0	tsh iak9
tshiam1 1.0	tsh iam1
tshiam2 1.0	tsh iam2
tshiam3 1.0	tsh iam3
tshiam4 1.0	tsh iam4
tshiam5 1.0	tsh iam5
tshiam6 1.0	tsh iam6
tshiam7 1.0	tsh iam7
tshiam8 1.0	tsh iam8
tshiam9 1.0	tsh iam9
tshian1 1.0	tsh ian1
tshian2 1.0	tsh ian2
tshian3 1.0	tsh ian3
tshian4 1.0	tsh ian4
tshian5 1.0	tsh ian5
tshian6 1.0	tsh ian6
tshian7 1.0	tsh ian7
tshian8 1.0	tsh ian8
tshian9 1.0	tsh ian9
tshiang1 1.0	tsh iang1
tshiang2 1.0	tsh iang2
tshiang3 1.0	tsh iang3
tshiang4 1.0	tsh iang4
tshiang5 1.0	tsh iang5
tshiang6 1.0	tsh iang6
tshiang7 1.0	tsh iang7
tshiang8 1.0	tsh iang8
tshiang9 1.0	tsh iang9
tshiann1 1.0	tsh iann1
tshiann2 1.0	tsh iann2
tshiann3 1.0	tsh iann3
tshiann4 1.0	tsh iann4
tshiann5 1.0	tsh iann5
tshiann6 1.0	tsh iann6
tshiann7 1.0	tsh iann7
tshiann8 1.0	tsh iann8
tshiann9 1.0	tsh iann9
tshiannh1 1.0	tsh iannh1
tshiannh2 1.0	tsh iannh2
tshiannh3 1.0	tsh iannh3
tshiannh4 1.0	tsh iannh4
tshiannh5 1.0	tsh iannh5
tshiannh6 1.0	tsh iannh6
tshiannh7 1.0	tsh iannh7
tshiannh8 1.0	tsh iannh8
tshiannh9 1.0	tsh iannh9
tshiap1 1.0	tsh iap1
tshiap2 1.0	tsh iap2
tshiap3 1.0	tsh iap3
tshiap4 1.0	tsh iap4
tshiap5 1.0	tsh iap5
tshiap6 1.0	tsh iap6
tshiap7 1.0	tsh iap7
tshiap8 1.0	tsh iap8
tshiap9 1.0	tsh iap9
tshiat1 1.0	tsh iat1
tshiat2 1.0	tsh iat2
tshiat3 1.0	tsh iat3
tshiat4 1.0	tsh iat4
tshiat5 1.0	tsh iat5
tshiat6 1.0	tsh iat6
tshiat7 1.0	tsh iat7
tshiat8 1.0	tsh iat8
tshiat9 1.0	tsh iat9
tshiau1 1.0	tsh iau1
tshiau2 1.0	tsh iau2
tshiau3 1.0	tsh iau3
tshiau4 1.0	tsh iau4
tshiau5 1.0	tsh iau5
tshiau6 1.0	tsh iau6
tshiau7 1.0	tsh iau7
tshiau8 1.0	tsh iau8
tshiau9 1.0	tsh iau9
tshiauh1 1.0	tsh iauh1
tshiauh2 1.0	tsh iauh2
tshiauh3 1.0	tsh iauh3
tshiauh4 1.0	tsh iauh4
tshiauh5 1.0	tsh iauh5
tshiauh6 1.0	tsh iauh6
tshiauh7 1.0	tsh iauh7
